N,m,trial,nd_size,Naive_ms,MTF_ms,M3_ms
10000,10,19,4938,340.94666299995424,222.7198780000208,226.6925399999309
10000,10,20,5054,313.34797299996353,206.88070100004552,225.34331300005306
10000,10,21,5069,317.4281220000239,207.93148400002792,221.97283200000584
10000,10,22,4864,310.8408320000535,204.9645680000367,220.75066100001095
10000,10,23,4882,304.86597900005563,195.81340499996713,212.59650400008923
10000,10,24,4930,299.9697139999853,192.78278000001592,208.82631400002083
10000,10,25,4731,299.25982800000384,182.8417660000241,202.5628730000335
10000,10,26,5050,333.45734800002447,217.27143999999043,234.85842900004172
10000,10,27,4791,323.4319580000147,198.30400000000736,208.11119500001496
10000,10,28,4757,300.581606000037,191.90632200002256,209.02320100003635
10000,10,29,5020,323.6310060000278,218.95373600000312,237.1052649999683
